ticket_id,customer_name,subject,description,priority,created_at
CFPB-1538998,CFPB Consumer,"Mortgage - Loan servicing, payments, escrow account","We received the attached demand letter, on XXXX/XXXX/2015. After receiving a resolution letter from Nationstar on XXXX/XXXX/2015, we thought we resolved this issue. I called Nationstar Mortgage, Customer service did not know how to handle directed me to consumer relations. I called ( XXXX ) XXXX spoke with XXXX on XXXX/XXXX/15 & she said that she can not give any explanation nor any status and our Attorney has call on our behalf. I told her we do not have attorney representing us and she told me to write a letter stating so. We do not understand why they can not provide us straight answers. Nationstar is demanding {$9400.00} and we want to know how & why they came up with this amount as we have been sending in our monthly payments every month and have sent in cleared checks to prove the checks have cleared thru Nationstar.",medium,2015-08-27
CFPB-14520513,CFPB Consumer,Debt collection - Communication tactics: Frequent or repeated calls,Portfolio Recovery calls and texts me repeatedly multiple times per week. Before XXXX XXXX,low,2025-07-08
CFPB-3237155,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Problem with a credit reporting company's investigation into an existing problem: Investigation took more than 30 days",failure to respond now in fault legaly enclosed companies fail to respond or refuse I request that this alleged account be removed Documents enclosed,medium,2019-05-09
CFPB-7492370,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,"I have notice there was an unauthorized account reported on my consumer report. I have reach out to XXXX XXXX ( XXXX XXXX  XXXX ) and also reached out to XXXX about my concerns about the following account which is XXXX XXXX ( XXXX XXXX  XXXX ) account XXXXYour agency has furnished this account that is Identity theft after I have contacted your agency about this matter according to FCRA I am entitled to monetary compensation 15 U.S. Code 1681c-2 a consumer reporting agency shall block the reporting of any information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt. It has been over 30 days and you are in VIOLATION of this law because I am a victim of identity theft Please delete these items IMMEDIATELY.",medium,2023-09-02
CFPB-7488378,CFPB Consumer,Prepaid card - Trouble using the card: Trouble using the card to spend money in a store or online,"I purchased a pre-paid American Express Gift Card at a local XXXX for {$72.00} XXXX attempted to purchase goods at two online stores ; XXXX XXXX and XXXX. I had sufficient funds for both purchases. Both were declined. No good reason other than to "" select a different payment method ''. 

I contacted both merchants and they claimed it was an Amex Gift Card issue. 

I contacted American Express and they stated it was an issue with the merchants and I should try another online store. 

Several online discussion boards are posting hundreds of comments that it is virtually impossible to use an Amex gift card online. 

This is fraud",high,2023-09-01
CFPB-10615840,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Information belongs to someone else,""" I am addressing the issue with regarding the noncompliance. This is a violation of my privacy with my consumer report, since I control what is listed and what is not, that is considered identity theft. 

As per the Fair Credit Reporting Act, particularly under 15 U.S.C. 1681n, there exists statutory civil liability for willful noncompliance. This provision stipulates that any person who willfully fails to comply with consumer protection requirements may be liable to the affected consumer for damages, including potential punitive measures and reimbursement of legal costs. This underscores the importance of addressing and rectifying this matter promptly and responsibly. 
""",low,2024-10-29
CFPB-7151136,CFPB Consumer,Debt collection - Attempts to collect debt not owed: Debt is not yours,"I received this SMS message on XXXX at XXXX PT for a credit card collection that I have never had. The sender 's phone number is XXXX _______________________________________ This message is from Spring Oaks Capital , LLC. 

We have options available to help you pay off the debt on your account. Pay off the balance of your account with payments of {$71.00} per month for 9 months. 

To set up a payment plan, visit XXXX. Have questions? Reply to this text or call XXXX. We have agents ready to respond during normal business hours. 

This message is regarding your XXXX XXXXXXXX account originated by XXXX Bank, which is now owned by Spring Oaks Capital SPV , LLC. 

We are a debt collector. Click here for important disclosures https : XXXX. Reply STOP to opt out.",medium,2023-06-22
CFPB-2359731,CFPB Consumer,Credit reporting - Incorrect information on credit report: Account status,"i am making a complaint about a late payment / delinquency reporting on my credit report, on all the three credit agencies. 
the account name is XXXX. svs. they are 100 % sure that the error is not on their end but i am 100 % sure that it was never mu fault and it has been a data entry issue. and i have paid on time. i would greatly appreciate your help in this regards. 
thank you",medium,2017-02-24
CFPB-3643349,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Problem with a credit reporting company's investigation into an existing problem: Their investigation did not fix an error on your report","XXXX XXXX XXXX ( XXXX ) assumed my home equity loan from XXXX  XXXX XXXX in XX/XX/XXXX. I received no written notification that this had occurred, which from what I have read is required by law at least 15 days prior to my loan being sold. I applied for a new loan with XXXX XXXX  in XXXX to pay off this loan after reading the reviews of XXXX. I was to sign the papers for this loan today ( XX/XX/XXXX ). However, I received a phone call from an officer at XXXX XXXX  facilitating my loan today in which he stated XXXX had filed an additional complaint to the credit reporting agencies, today, saying I was 120 days delinquent. I didn't find out until XXXX XXXX  XXXX XXXX had sold my loan when I went in and spoke to an officer and was informed by him that that was what happened. I was told by him they had mailed a notification of this to the address I lived at when I took out the loan. I haven't lived there for 12 years and they have all my current address and telephone information because I still bank with them. So is XXXX  XXXX XXXX 's incompetence my fault? 

I didn't make payments from XXXX to XXXX because I had no idea where to make a payment. Yes, I should have gone to XXXX  XXXX XXXX when that loan disappeared from my accounts. My bad. However, XXXX  during that time period made no attempt to contact me and they can't say they couldn't get my current address and phone number from XXXX  XXXX XXXX. There are no other companies - mobile phone, power, water, etc ... that wouldn't notify you if you were past due on a bill after a month. This was done deliberately by them, of this I have no doubt, in the hopes they would be able to foreclose on my house. 

As soon as I did contact XXXX I brought my account up to date. They then told me my XXXX payment was for the amount of {$740.00}. My loan was converted to a fixed rate option in XX/XX/XXXX. My payments are {$460.00} per month. By telling me that's what my payment was they committed fraud. A lawyer told me they can't increase my payments and I pay my taxes and insurance myself. As I far as I'm concerned they owe me {$280.00}. And I was told by representative of XXXX  that my XXXX payment and all after were going to increase to approximately {$810.00} no explanation as to why. 

I want the 120 day delinquency removed from my credit report because they broke the law by not sending me written notification, to my current address, that they had assumed my loan in XX/XX/XXXX. I want this done so I can secure a new loan with an honest bank in order to pay them off and get out from being under them. I had never missed a payment until they took this over and I wouldn't have if I had known who to whom to make a payment. XXXX  is company run by low lifes who profit off other peoples misery ( please read the reviews online, that is if you have a strong stomach ). Hence, the over 600 complaints to the XXXX XXXX XXXX  in one year and over 2,000 to the  CFPB. XXXX XXXX XXXX should be the poster child for corporate greed in America.",low,2020-05-08
CFPB-9196229,CFPB Consumer,Debt collection - Written notification about debt: Notification didn't disclose it was an attempt to collect a debt,"I recognize the significance of eliminating any erroneous entries from my credit report, as required by FCRA 605B. Would you mind examining the documents? I've identified several accounts that appear to be inaccurate, and this is troubling to me.",medium,2024-06-06
CFPB-3348150,CFPB Consumer,Credit card or prepaid card - Getting a credit card: Application denied,"I applied to Home Depot for a credit card to finance wall to wall carpeting.  This credit card offers interest free financing and $XXXX credit toward the purchase.  I already paid the measuring fee of $XXXX.     Before the purchase was complete I was advised that I had been declined for the credit card.  No reason for the denial was given.  I later received a letter from Home Depot Credit Services citing the reason for denial as “History of delinquent credit obligations”. I was referred to XXXX  for information on which Home Depot relied for this denial. I did not receive any adverse action notices.     I reviewed the credit report from XXXX and my record is absolutely clean.  All accounts I have open are in good standing with no delinquencies reported.  Four years ago I was forced to file bankruptcy, and even then I paid my credit cards up to the filing date so there were no delinquencies.  I have worked hard to re-establish my credit and now have a Good credit rating.        Under ECOA, it is unlawful for any creditor to discriminate against any applicant with respect to any aspect of credit.  I am a female senior citizen with a veteran spouse.  Denying credit for a blatantly false reason is unlawful and discriminatory.  There was no reason for this denial and Home Depot’s callus disregard for the facts of my credit has now gained me a credit inquiry to damage my credit further.  To deny me credit was reckless and a willful disregard for the truth. It was unwarranted and their decision should be reversed.  In their response I ask that they file only a truthful statement and that they refrain from adding any additional requirements or reasons for the credit denial.     And finally, I respectfully request they stop the Robocalls to my home everyday telling me to complete my carpeting purpose.  This is completely negligent on their part in not maintaining a check and balance against purchase/credit transactions.     This case has been referred to CFPB because they stop unfair, deceptive and/or fraudulent business practices.",medium,2019-08-20
CFPB-1336478,CFPB Consumer,Consumer Loan - Problems when you are unable to pay,The last payment made on this Account was XXXX,medium,2015-04-18
CFPB-2347245,CFPB Consumer,Student loan - Dealing with my lender or servicer: Don't agree with fees charged,I have a student loan thru Navient I have been paying on the loans but over the years instead of the loan amount decreasing they have been increasing.,medium,2017-02-16
CFPB-7674493,CFPB Consumer,Debt collection - Took or threatened to take negative or legal action: Sued you without properly notifying you of lawsuit,Alridge Pite Haan has garnished my wages. I am a XXXX parent. This law firm went ahead and garnished my wages for a debt without allowing me to settle thru a payment arrangement. As a result I am not able to pay my rent. I am a state employee and a XXXX  mother on very low income. I have made repeated attempts to both call their office and filled out a online payment settlement letter request form more than once. All attempts have been ignored. I emailed them this morning and they stated that someone would contact me. I then attempted to call their office six or seven times and left messages. I still haven't received any responses. This garnishment has placed me in a state of homelessness because I was unable to make my rental obligation.,medium,2023-09-28
CFPB-10680822,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account information incorrect,"I sent ample letters in to prove that the information that's reporting is inaccurate, I pointed out all the errors and incorrect information and haven't back. As my understanding of they are obligations under the Fair Credit Reporting Act ( FCRA ), I am entitled to a timely resolution of this matter but they have failed to do so",medium,2024-11-05
CFPB-13752899,CFPB Consumer,Credit reporting or other personal consumer reports - Incorrect information on your report: Account information incorrect,"In accordance with 15 U.S.C. 1681e ( b ), you are required by federal law to maintain procedures ensuring maximum possible accuracy in the preparation and reporting of consumer credit information. Upon reviewing my credit reports, I have identified inaccuracies pertaining to the collections accounts : Auto Loan account opened at XXXXXXXX XXXX on XX/XX/year> account number XXXXXXXX XXXX XXXX XXXX account is showing late payment history only on Experian and Equifax but not shown on TransUnion Auto Loan account opened at XXXXXXXX XXXX  on XX/XX/year> account number XXXXXXXX XXXX XXXX XXXX account is showing late payment history only on Experian and Equifax but not shown on TransUnion which is being inconsistently reported among the national credit bureaus.",medium,2025-05-28
CFPB-5158139,CFPB Consumer,Student loan - Dealing with your lender or servicer: Received bad information about your loan,"I'm currently pursuing PSLF through FedLoan Servicing, and they have completely erased my entire history of PSLF payments. 

In XXXX of 2021 I was at roughly 82 qualifying payments towards PSLF ( pre-waiver rules ), but should be near or at forgiveness when the Limited Waiver is applied. However, as of XX/XX/2021 FedLoan has erased my entire PSLF history and it is now set to 0 with no explanation, especially in the context on the new Limited Waiver. 

I originally filed a complaint through the FSA with the Ombudsman, who helped get my pre-limited waiver PSLF payment counts to that 82. When my PSLF payment count dropped to 0 in XXXX I filed a new complaint with the Ombudsman, but they have put my request in "" pending '' status and say that the error is "" stuck '' with FedLoan. I have not been able to get any help from FedLoan or the Ombudsman in moving my complaint case forward. 

I am asking for my payment counts to be restored and for the limited waiver to be applied to update my now eligible past payments as I am either near forgiveness or should already have my loans forgiven under the PSLF Limited Waiver.",low,2022-01-27
CFPB-11610234,CFPB Consumer,Checking or savings account - Managing an account: Problem making or receiving payments,My information was used fraudulent with my bank account using zelle,medium,2025-01-21
CFPB-5410289,CFPB Consumer,Checking or savings account - Managing an account: Problem using a debit or ATM card,"I live in California, was on a vacation in XXXX, Tennessee. During my time there ( XXXX ), my card was charged for Gas in the amount of {$26.00} with the location saying "" city, Florida '' XXXX XX/XX/22. I have never been to Florida, I don't know anyone in Florida, and have never given my card number or authorized anyone to use my bank account information. When I contacted Chase, they filed a claim and reimbursed the funds. A few days later on XX/XX/22 they then sent me a letter stating that after investigation they feel that the charge was valid and authorized. It makes no sense that I was in Tennessee, and all my charges prior to and after that Florida charge were in Tennessee. They said the extent of their investigation was that the PIN number was correctly input on the first attempt, and that they can't reverse it. Due to the fear of my account being compromised, I withdrew then entirety of my funds. I also received an email with an invoice that someone from New Mexico ordered personal checks with their name and address information on them from XXXX, Chase 's check company partner, with my bank account information on it. This tells me that my bank account is completely compromised, and Chase is doing nothing to help me resolve the situation. There is no safety and security from Chase in this.",medium,2022-04-05
CFPB-5547532,CFPB Consumer,"Credit reporting, credit repair services, or other personal consumer reports - Problem with a credit reporting company's investigation into an existing problem: Was not notified of investigation status or results","On XX/XX/2022, XX/XX/2022, XX/XX/2022, XX/XX/2022, and XX/XX/2022 I sent disputes to XXXX, Equifax and XXXX about the following inaccurate and unverifiable accounts. I have done my research and according to the FairCredit Reporting Act, my consumer rights have been violated by these credit reporting agencies and their failure to reinvestigate the accuracy of my credit reports, as well as their failure to delete all inaccurate information. This is ridiculous! Additionally, XXXX will not review my dispute requests and continues sending these outrageous response letters saying "" it didn't appear that you or a properly authorized third party sent this to us '' which is false and unacceptable. Each credit reporting agency has a proof of my ID and proof of my address to confirm my identity and support my disputes. These stalling responses are clearly a way to get out of doing their job in accordance with the credit reporting laws as there are MULTIPLE errors to be addressed. 

The following accounts are in error and in total violation of my rights XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX 

It is completely unacceptable that these erroneous accounts have not been thoroughly investigated in accordance with the LAW and removed from my credit reports immediately after 5 months of sending reinvestigation requests and waiting for a status update or confirmation of deletion. 

15 U.S.C. 1681 Section 602 A ; States that credit reporting must be fair and accurate and unfair credit reporting methods undermine the public confidence 15 U.S.C. 1681 Section 604 A ; States a consumer reporting agency can not furnish an account without my written instructions or permissible purpose It has been well over 45 days since I've sent these different disputes. I have thoroughly reviewed the laws above and others that are applicable under the FCRA and demand they be followed by the credit reporting agencies.",medium,2022-05-05
